environmentalists <UNK> the beaver remark and a description once <UNK> by silber of boston university <UNK> department now have a <UNK> of their own	1 1 0 1 0 0 0 0 1 1 0 0 0 1 0 1 0 1 0 0 1 0 0 1
and most <UNK> his <UNK> not to <UNK> gangs	0 1 1 0 1 1 0 1 1
for wbur im andy bowers	0 1 1 1 1
flood also criticized silber recent habit of making controversial remarks in interviews	1 1 0 1 0 0 0 1 1 1 0 1
but sometimes cultural differences can be adapted	0 1 1 1 0 0 1
the case will be heard in essex probate court august fifteenth meanwhile several of rockport well connected citizens	0 1 0 0 1 0 1 1 1 1 1 1 1 0 1 1 0 1
for wbur im margo melnicove	0 1 1 1 1
if the beginning of our interview was any indication julie ballaga reputation as an enthusiastic accessible person is well deserved	0 0 1 0 0 1 0 1 1 1 1 1 0 0 1 1 1 0 1 1
students of massachusetts public colleges and universities are calling on lawmakers to restore state budget funds for higher education	1 0 1 1 1 0 1 0 1 0 1 0 1 1 1 1 0 1 1
barry cane of hyannis is accused of trying to import more than five kilos of cocaine	1 1 0 1 0 1 0 1 0 1 0 0 1 1 1 1
the man who directed the successful effort last election to get the mandatory seat belt law stripped from the law books	0 1 0 1 0 1 0 1 0 0 0 0 1 1 0 1 1 0 0 1 0
each and every day preventable diseases such as tetanus and measles	1 0 1 1 1 1 0 0 1 0 1
three of them are these students at saint margarets hospital alternative school for pregnant teens	1 0 0 0 0 1 0 1 0 1 1 1 0 1 1
and even giant digital equipment corporation announced profits were down twenty-two percent last quarter	0 1 1 1 1 0 1 1 0 1 1 1 0 1
graveau had dismissed the charges saying police misconduct made a <UNK> trial impossible	1 0 1 0 0 1 1 1 0 0 1 1 1
the hospital industry says the money is <UNK> them under the universal health care act	0 1 1 1 0 1 0 1 0 0 0 1 1 0 0
whose division this week lost twelve percent of its inspection work force	0 1 0 1 0 1 1 0 1 0 1 0
says he more qualified to be the state top lawyer than shannon	1 1 0 1 0 0 0 1 0 1 0 1
to run the state highest court	0 1 0 1 1 1
she among an estimated five hundred illegal aliens on general relief	1 1 0 1 1 1 1 1 0 1 1
is a <UNK> change	0 0 1 1
that makes democracy more participatory	0 1 1 0 1
act up boston targeted not only cardinal law but massachusetts general hospital harvard medical school and the john hancock insurance company in the past	1 0 1 0 0 1 0 1 0 1 1 1 1 1 0 0 0 0 1 1 0 0 0 1
are the <UNK> effects of ice once the	0 0 1 1 0 1 1 0
despite the state massive budget deficit hennessy recently urged colleagues in the bar association not to retreat from these hard won gains	1 0 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 0 0 1 0 1
applauds the proposal to cap the work week at seventy two hours	1 0 1 0 1 0 1 0 0 1 1 1
and are only now trying to form political parties	0 0 0 1 1 0 1 1 1
the red sox pleased the shivering crowd at fenway park this afternoon downing cleveland indians in their home debut by a score of five to two	0 1 0 1 0 1 1 0 1 1 0 1 1 1 1 0 0 1 1 0 0 1 0 1 0 1
or perhaps this explanation of gang mentality	0 1 1 0 0 1 1
a nineteen eighteen state constitutional amendment made massachusetts one of twenty three states	0 1 1 1 0 1 0 1 0 0 1 1 0
and grilled by the governor executive council	0 1 0 0 1 0 1
but while conroy strongly opposes school-based clinics as a solution calling them a bandaid that wo work prothrow-stith says both attention to teenagers immediate needs	0 0 1 1 1 1 1 0 0 1 1 0 0 1 0 0 1 1 1 1 1 0 1 1 0
shannon best known however for his anti-seabrook crusade	1 1 1 1 0 0 1 1
bay windows epperly says people are waiting to see if the debate escalates	1 0 1 1 1 0 1 0 1 0 0 0 1
in sports the boston bruins face-off against the buffalo sabers tonight at the garden	0 1 0 1 1 1 0 0 1 1 1 0 0 1
beyond town zoning and public health board review	1 0 1 0 1 1 0 0
these ideas have been floated before	1 1 0 0 1 1
four to one and the celtics are idle they play tomorrow night in atlanta	1 0 1 1 0 1 0 1 1 1 1 1 0 1
wbur margo melnicove reports	1 1 1 0
springfield jail deputy superintendent ash	1 1 0 1 1
but frank says no one in the leadership	0 1 0 1 0 0 0 1
wakefield businessman raymond marshall says his property on the edge of grafton is an ideal location for the asbestos conversion plant	1 1 1 1 1 1 1 0 0 1 0 1 0 0 1 1 0 0 1 1 1
ash says the ultimate goal is to use it to get about forty out of jail early	1 0 0 1 0 1 0 1 0 0 1 0 1 1 0 1 1
the group advocates a peaceful and rational transition to multi-party rule in china	0 1 1 0 1 0 1 1 0 1 1 0 1
who may have tolerated frank homosexuality before but now are disturbed by a male prostitute claim	0 1 0 1 1 1 1 0 1 0 1 0 0 1 1 1
re-licensure inspections used to occur every two years but now they will happen every four or six years says plato	1 1 1 0 0 1 1 0 0 1 0 0 1 0 1 0 1 0 0 1
calling the treaty the magna carta for children palacios says speedy approval is critical	1 0 1 0 1 1 0 1 1 1 1 1 0 1
on the grounds that theyre	0 0 1 0 0
tarantino says because of people physiological differences the breathalizer test will always be inaccurate on about fourteen percent of the population those people will register as having more alcohol in their blood than they actually do	1 0 1 0 0 1 0 0 1 0 0 1 0 1 1 1 1 0 0 0 1 1 0 0 1 0 1 1 0 0 0 0 0 0 1 1
for wbur im margo melnicove	0 1 1 0 1
at least thirty states have such laws massachusetts does not	0 0 1 0 1 0 1 1 0 1
next month the superintendent of boston public schools	0 1 0 1 0 1 0 1
but greg says the state has reached an agreement with public service ensuring that the cleanup costs would not be passed onto rate payers	0 1 1 0 1 0 1 0 1 0 1 1 1 0 0 1 1 0 1 0 1 0 1 0
levy was eight and a half months pregnant at the time of the accident the next day her baby was stillborn	1 0 1 0 0 0 0 1 0 0 1 0 0 1 0 1 1 0 1 0 1
wbur margo melnicove reports	1 1 1 1
on rare species and he knows where they are <UNK> <UNK> and the <UNK> the <UNK> <UNK> near	1 1 0 1 1 0 0 1 0 0 1 1 1 0 0 1 0 1
massachusetts got tough on drunken drivers years ago	1 0 1 0 1 1 1 1
another point of <UNK> was the democratic party rule <UNK> a candidate to receive fifteen percent of convention <UNK> support to <UNK> on the primary ballot	1 1 0 1 0 0 1 1 1 1 0 1 0 0 1 1 0 1 1 1 0 1 0 0 1 0
tarantino says because of people physiological differences the breathalizer test will always be inaccurate on about fourteen percent of the population	1 1 1 0 1 1 1 0 1 1 0 1 0 1 0 1 1 1 0 0 1
and plotting it future agenda wo be an easy job for his successor	0 1 0 1 1 1 0 0 1 0 0 0 1
because gangs ca get along	0 1 0 0 1
the cherokee educator says each child future as well as fragile treaty rights are at stake	0 1 1 1 1 0 1 0 1 0 1 1 0 0 0 1
and some democratic insiders afraid of how a prolonged ethics committee investigation might affect the party seem to be increasing the pressure on frank to resign	0 1 1 1 1 0 0 0 1 1 0 1 1 1 0 1 1 0 0 1 0 1 0 1 0 1
they would have used it for someone to talk to about sex and for a safe place to get birth control	0 1 0 1 0 0 1 0 1 0 1 1 0 1 0 1 1 0 0 1 0
the plan was endorsed last fall by the adolescent issue task force set up by the superintendent of schools	0 1 0 1 1 1 0 0 1 1 1 0 0 1 0 0 1 0 1
for wbur im margo melnicove	0 1 1 1 1
for hennessy it was another step along a distinguished career	0 1 0 0 1 1 1 0 1 1
tarantino says because of people physiological differences the breathalizer test will always be inaccurate on about fourteen percent of the population	1 0 0 0 1 1 1 0 1 0 0 1 0 1 0 0 1 1 0 0 1
on about fourteen percent of the population	1 1 1 1 0 0 1
the <UNK> attorneys has said of gilchrist they do come any more violent and <UNK> than this one but gilchrist family and friends described the forty two year old <UNK> as <UNK> and	0 1 1 0 0 0 0 1 0 1 0 0 1 0 1 0 1 0 0 1 1 0 1 1 0 0 0 0 0 1 0 1 0
the goal to show managers that design can be used as a competitive tool in the global marketplace	0 1 0 1 1 0 1 0 0 1 0 0 1 1 0 0 1 1
to allow him to support the teacher contract	0 1 0 0 1 0 1 1
overall the top rated cars were jaguar mercedes and acura none of which received a single complaint	1 0 1 0 1 0 1 1 0 1 1 0 0 1 0 1 1
if allowed to move to the former school house <UNK> says the library could <UNK> nearly three times as many <UNK> an <UNK> children <UNK> a community meeting hall	0 1 0 1 0 0 1 1 0 1 1 0 1 0 1 0 1 0 0 0 1 0 1 1 0 0 1 1 0
attorney <UNK> mcdonald a <UNK> in environmental law says silber got his vote because of his <UNK> <UNK> mcdonald also <UNK> what he calls silber environmental <UNK> and says the quote	1 1 1 0 1 0 0 1 0 1 0 1 0 0 0 0 1 1 1 1 0 0 1 0 1 1 1 0 1 0 1
as wbur margo melnicove reports hennessy will be a hard act to follow	0 1 1 1 0 1 0 0 0 1 0 0 1
initially the program will involve only a handful of inmates	1 0 1 0 1 0 0 1 0 1
im irene doyle	0 1 1
and painstakingly timed every utterance by every student	0 1 1 1 0 0 1 1
the springfield jail built for two hundred seventy people now houses more than five hundred	0 1 1 1 0 1 1 1 1 1 0 1 0 1 1
under the new law the consequences of driving drunk will be swift and severe under the old already tough law first time offenders used to lose their license for thirty days >brth well now they could lose it for as many as ninety	1 0 0 1 0 1 0 1 1 0 0 1 1 1 1 0 1 1 0 1 1 1 0 1 0 1 0 1 0 1 1 0 0 1 0 0 1 0 0 0 1 0 1
chip ford says it may indeed get them off the road but it will do it at the expense of their civil rights	0 1 0 0 0 1 1 0 1 0 1 0 0 0 1 0 0 0 1 0 0 1 1
to take better care of their doctors in training	0 1 1 1 0 0 1 0 1
the device is attached to a plastic wristband it looks like a watch it functions like an electronic probation officer	0 1 0 1 0 0 1 1 0 1 0 0 1 0 1 1 0 1 1 0
the boston bruins meet the hartford whalers tonight in hartford	0 1 1 1 0 1 1 1 0 1
wanted chief justice of the massachusetts supreme court in april the sjc current leader edward hennessy reaches the mandatory retirement age of seventy and a successor is expected to be named in march	1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 0 0 1 0 0 1 0 1 0 0 1 0 1
the other three associate justices	0 1 0 0 0
but carl dimaiti says another half a million is needed	0 1 1 0 1 1 0 0 0 1
the description conjures up images of big brother watching but jay ash deputy superintendent of hampton county jail in springfield says	0 1 1 0 1 0 1 1 1 0 1 1 1 1 0 1 1 1 0 1 1
for the start of monday second round of the nhl play-offs with the montreal canadians	0 0 1 0 1 1 0 0 0 1 1 1 0 1 1
and is putting independents out of business but consumer attorney for the massachusetts public interest research group <UNK> cradka says independents are trying to chip away at auto insurance reform	0 0 1 1 0 0 1 0 1 1 0 0 1 0 1 1 0 1 1 0 1 0 1 0 1 1 0 1 0 1
it nothing new for reservation children who attend boarding schools to feel torn	0 1 1 0 1 0 0 1 1 0 0 0 1
levy is not <UNK> but her attorney <UNK> gertner says the homicide charge is	1 0 1 1 0 0 1 1 1 1 0 1 1 0
who do qualify for other public assistance	0 1 0 0 1 0 1
or how many a student will be allowed to buy at one time but health center director lynn choafe says these things are certain only latex condoms with spermicide the most effective at preventing transmission of the aids virus will be available	1 0 1 0 1 0 0 1 0 1 0 0 1 0 1 0 1 0 1 1 1 0 1 0 1 1 1 0 1 0 1 1 0 1 1 0 0 1 1 0 0 1
and many lawyers say that despite dukakis promise to keep the judiciary above the political fray it unlikely dukakis will choose a king appointee	0 0 1 1 0 1 1 1 0 0 0 1 1 0 0 1 0 0 0 0 0 0 1 1
the tape recorder is an example of the cross-cultural differences design engineers must contend with	0 1 0 1 0 1 0 0 1 1 1 0 0 1 0
but kesler says other cities with few prevention programs have <UNK> up on the list and boston is now	0 1 1 1 1 0 1 1 0 0 0 1 0 0 0 0 1 0 0
the issue has already stirred heated debate in boston where it bound to surface again	0 1 0 0 0 1 1 0 1 0 0 1 0 1 1
that year thomas maffy now president of the massachusetts bar association was hennessy law clerk	1 0 1 1 1 1 0 0 1 1 1 0 1 1 0
it may be the most important appointment governor michael dukakis makes during the remainder of his administration	0 0 0 0 0 1 1 0 1 0 1 0 0 1 0 0 1
attorney haskel kassler chairs the judicial nominating council eighteen attorneys and laypeople	1 1 1 1 0 1 1 1 1 1 0 1
and delays are costly	0 1 0 1
most of those have not signed up for the one year extension granted by president bush in june	1 0 1 0 1 0 1 0 0 1 0 1 1 0 1 1 0 1
that this winter more <UNK> than <UNK> will have to put up with <UNK> <UNK> and <UNK> water	1 1 0 1 1 1 1 0 1 0 1 0 0 1 0 1 1 0
the description conjures up images of big brother watching but jay ash deputy superintendent of the hampton county jail in springfield says the surveillance system is not that sinister	0 1 1 0 1 0 1 1 0 0 1 1 1 1 0 0 1 1 0 0 1 0 0 1 0 0 1 0 1
admirers give hennessy much of the credit for sweeping court reform that began a decade ago and for last year legislative approval of thirty-five new judgeships and three hundred million dollars to restore crumbling court houses	1 0 1 1 0 0 1 0 1 1 0 0 1 0 1 1 1 0 1 0 1 1 0 1 1 1 1 1 0 1 1 0 1 1 1 0
as for those who say that taking away someone license based on the breathalizer results	0 0 1 0 0 0 1 0 1 1 1 0 0 1 0
others say easier availability of birth control for teenagers will make an alarming situation much worse	1 0 1 1 0 1 1 0 1 0 0 0 1 0 0 1
the charges are the result of a <UNK> which was launched after a <UNK> <UNK> last summer <UNK> in the death of a cadet	0 1 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 0 1 0 0 1
echoing that idea in a rare moment of agreement with braudy was clt founder barbara anderson	1 0 1 0 0 1 0 0 1 0 0 0 1 0 1 1
hydropower from the roaring branch and walloomsac rivers	1 0 0 1 0 0 1 1
some three hundred residents work at johnson controls battery plant	1 1 0 1 1 0 1 0 1 0
once converted from asbestos into a low quality dark colored glass marshall says the material could be used as a gravel replacement which when mixed with asphalt	1 1 0 1 0 0 1 1 1 0 1 1 1 0 1 0 0 1 0 0 1 1 1 0 1 0 1
the investigation involved both federal and state law enforcement agents in connecticut rhode island and massachusetts	0 1 1 0 1 0 1 1 1 1 0 1 0 1 0 1
many students in the us she says are hoping to wait out the hard-line storm hoping calmer times are too far off	0 1 0 0 1 0 1 0 1 0 1 1 0 1 1 0 1 1 1 1 0 1
boston police deputy superintendent william selester is in charge of the mattapan roxbury area	1 1 0 1 1 1 0 0 1 0 0 1 1 1
the design engineer job is to <UNK> user <UNK> <UNK> <UNK> and profitable new products	0 1 0 1 0 0 1 1 1 1 1 0 1 0 1
all but one of the chief justices since eighteen ninety-nine when oliver wendell holmes was appointed came from the ranks of jnc associateaj justices if he sticks with tradition dukakis is likely to elevate one of his appointees to chief	1 0 1 0 0 1 1 0 1 1 0 1 1 1 0 1 1 0 0 1 0 1 1 0 1 0 1 0 1 1 0 1 0 1 1 0 0 1 0 1
scott harshbarger is no stranger to party infighting he challenged a democratic incumbent in an unsuccessful bid for district attorney in nineteen seventy eight	1 1 0 1 1 0 1 1 0 1 0 1 1 0 0 1 1 0 1 1 0 1 1 1
is now vowing to try to repeal part of this law	0 1 1 0 1 0 1 0 0 1 0
grafton residents say theyre worried about what could happen	1 1 0 1 0 0 1 0 1
youre listening to morning edition on wbur in boston good morning im lisa mullins metro traffic is telling us of an accident coming out of the sumner tunnel at the intersection of hannover street and cross street	0 1 0 1 1 0 1 1 1 1 1 0 1 1 1 1 0 1 0 0 0 1 1 1 0 0 1 1 0 0 1 0 1 1 0 1 1
studies conducted at a number of universities have shown that	1 1 0 0 1 0 0 0 0 1
hennessy is the sjc thirty second chief justice	1 0 0 1 1 1 0 1
and many seldom use birth control according to a recent lewis harris poll sponsored by planned parenthood	0 1 1 0 1 0 1 0 0 1 1 1 0 1 0 1 1
that often those who drink and drive are risk takers even when theyre sober theyre more likely to run red lights and shun the seat belt	0 1 1 0 1 0 1 0 1 0 1 0 0 1 0 1 1 0 1 0 1 0 1 0 1 0
it was her second drunk driving arrest	0 0 0 1 1 1 1
but while conroy strongly opposes school-based clinics as a solution calling them a bandaid that wo work prothro-stith says	0 0 1 1 1 0 1 0 0 1 0 0 0 1 0 0 1 1 0
and ballaga seems determined to stay the environmental course	0 1 1 1 0 1 0 1 1
holding the court system on the course he has set and plotting it future agenda wo be an easy job for his successor	1 0 1 1 0 0 1 0 0 1 0 1 0 1 1 1 0 0 1 1 0 0 1
welfare department spokeswoman michael reganburg	1 0 1 1 1
hennessy is the sjc thirty second chief justice holding the court system on the course he has set and plotting it future agenda wo be an easy job for his successor	1 0 0 1 1 1 1 1 1 0 1 0 0 0 1 1 0 1 0 1 0 1 1 1 0 0 1 1 0 0 1
today <UNK> <UNK> is still the community	1 0 1 0 1 0 1
a nineteen forty eight initiative to legalize contraceptives was defeated but perhaps the state most famous initiative was proposition two and a half one in a series of recent anti-tax measures on ballots across the country	0 1 0 1 0 0 1 1 0 1 0 1 0 0 0 1 1 0 1 1 0 0 1 1 0 0 1 0 0 1 0 0 1 1 0 1
but while weld may be long on people skills he may be short on money to implement his proposals	0 0 1 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1
under the per se part of this new law if youre arrested take a breath test and your blood content level registers point one oh or higher you can automatically lose your license for ninety days	1 0 0 1 0 0 0 1 1 0 0 1 1 0 1 0 0 0 1 0 0 1 1 0 1 0 1 0 0 1 1 0 1 0 1 1
these claims are disputed by the head of the task force doctor deborah prothro-stith she says since students do use existing services school based clinics would be an alternative rather than a duplication	1 1 0 1 0 0 1 0 0 1 0 1 1 1 0 1 0 1 0 1 1 1 1 0 1 0 0 0 1 1 0 0 1
arguing in part that men would undermine the leadership opportunities women get at a single sex college	1 0 1 0 1 0 1 0 1 0 1 0 0 0 1 0 1
who <UNK> the state first <UNK> in the <UNK> power plant case	0 1 0 1 1 1 0 0 1 1 0 0
a pilot project to set up such clinics in two to four boston middle and high schools was proposed last spring by the boston student human services collaborative	0 1 1 0 0 1 0 0 0 1 0 1 1 1 0 1 0 0 1 0 1 0 0 0 1 0 1 1
who testify that they are voluntarily improving residents working conditions and do need a legislative mandate	0 1 0 1 0 1 1 1 1 0 0 1 1 0 1 1
the state used to employ seven sanitarians now two must cover all of massachusetts	0 1 1 0 1 1 1 0 1 0 0 1 0 1
that he conducted business out of frank washington apartment	0 1 1 1 1 0 1 1 1
but some political <UNK> say	0 1 0 1 1
police detective <UNK> dodge says ice is beginning to surface in his city	0 1 1 0 1 1 1 1 0 1 0 1 0
are wrong	0 1
says <UNK> <UNK> led the <UNK> and was <UNK> by	1 1 1 1 1 1 0 1 0 0
and were forced to flee after troops crushed the protest in june	0 0 1 0 1 0 1 1 0 1 0 1
this is margo melnicove at a news conference yesterday in mission hill near the site of the stuart shootings boston mayor ray flynn vehemently denied charges that there a double standard in the city that white life is more important than black life	1 0 0 1 0 0 1 0 0 0 1 1 0 0 1 0 0 1 1 1 0 1 1 1 1 0 0 0 0 1 1 0 0 0 0 1 0 0 1 1 0 1 0
several prominent democrats in the environmental movement including former us senator paul tsongas who are backing silber agree	1 1 1 0 0 1 0 1 1 1 0 0 1 0 0 1 1 1
they did with the smaller switch the three twenty is an award-winning design	0 1 0 0 1 1 0 1 1 0 0 1 1
in an effort to ease the racial tensions that erupted	0 0 1 0 1 0 1 1 0 1
the day after he fired gilchrist for poor sales performance	0 1 0 0 1 1 0 0 1 0
for wbur im margo melnicove	0 1 0 1 1
so last winter after going home for christmas she re-enrolled in a public school near her reservation but after three days of classes she says she realized the importance of getting the best education possible	0 1 1 0 1 0 0 1 0 1 0 0 1 0 1 0 1 0 1 1 0 0 1 0 1 0 1 0 1 0 1 0 1 0 1
while the survey <UNK> wide <UNK> of aids many students say it too <UNK> or <UNK> to stock up on condoms at the corner drug	0 0 1 0 1 0 0 1 1 0 1 0 1 1 0 1 0 1 0 0 1 0 0 1 1
karen hamlin says her school used to have trouble attracting students	0 1 0 0 0 1 0 0 1 0 1
the topic on their agenda <UNK> told the boston globe this week the two might discuss the <UNK> of king once a <UNK> <UNK> for governor again this time as a republican	0 1 1 0 1 1 1 0 1 1 0 0 0 1 1 0 0 1 0 1 1 0 1 0 1 0 1 0 1 1 0 1
but some critics say harshbarger may be throwing the book at levy for political reasons	0 1 1 1 1 0 0 1 0 1 0 1 0 1 0
the tobin bridge inbound is backed to the toll plaza the lower deck backs to community college	0 1 0 1 0 1 0 0 1 1 0 0 1 1 0 1 1
kesler says it will take an additional fifteen million dollars in state aids prevention funds next year	1 1 0 0 0 0 1 1 0 1 0 0 0 1 0 0 1
some teachers <UNK> that flynn trying to get back at the union	1 1 1 0 1 1 0 0 1 0 0 1
he also lost his job apartment and girlfriend	0 1 0 0 1 1 0 1
for wbur im margo melnicove	0 1 1 0 1
will be wearing a wristband that hooks up with a special jack on their home phones	1 0 1 0 1 0 1 1 0 0 0 1 0 0 1 1
curry determined to <UNK> a <UNK> prep school in the <UNK> just for native americans	1 1 0 0 0 1 1 0 0 0 1 1 0 1 1
weld resigned last year from the us justice department because of ethical questions	0 1 0 1 0 0 1 1 1 1 0 1 1
today eighteen people asked judge john owen to excuse them from the jury pool	1 1 1 0 0 1 1 0 1 0 0 0 1 0
like many rockport residents martha woodworth is furious with the smithsonian	0 1 1 1 1 1 0 1 0 0 1
ford and other opponents of the per se clause say it relies exclusively on the breath test and they say breathalizers are simply unreliable	1 0 1 1 0 0 0 1 1 1 0 0 1 0 0 1 1 0 0 0 1 0 1 1
david scondras says	1 1 1
losing one license under the per se clause is not a criminal offense you wo get a criminal record for it	1 0 1 1 0 0 0 1 0 1 0 1 1 0 1 0 0 1 1 1 0
by a second hand version of phantom of the opera	0 0 1 0 1 0 1 0 0 1
the environmental way	0 1 1
and she says the news that this <UNK> is not <UNK> to any particular race or neighborhood	0 0 1 0 1 0 1 1 0 1 1 0 0 1 1 0 1
calls for an unprecedented shift of power from central office administrators	1 0 0 1 1 0 1 0 1 0 1
with john silber weld supports stricter auto emission standards than national norms	1 1 1 1 0 1 1 1 0 0 1 1
the boston school committee religious and community leaders	0 1 1 0 1 0 1 1
kassler says unlike the federal supreme court there no litmus test on particular issues that massachusetts high court nominees must pass	1 1 1 0 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 0 1
a pilot project to set up such clinics in two to four boston middle and high schools	0 1 1 0 0 1 0 1 0 1 0 1 1 1 0 1 0
the case of accused police killer albert lewin is going back down to massachusetts superior court	0 1 0 1 0 0 1 1 0 1 1 1 0 1 1 1
will now be made by the computerized phone calls	0 1 0 1 0 0 1 1 1
now the second largest computer company in the world digital is one of the most profitable companies in the united states	1 0 1 1 1 0 0 0 1 1 0 1 0 0 0 1 0 0 0 1 1
next month the superintendent of boston public schools is expected to put thumbs up or thumbs down	1 1 0 1 0 1 0 1 0 1 0 0 1 1 0 1 1
stuart mother <UNK> dimaiti said she <UNK> by the <UNK> people who volunteered for the foundation board	1 1 1 1 0 1 1 0 0 1 1 0 1 0 0 1 1
dressed as beulah beaver simmons appeared at yesterday endorsement of republican william weld by the sierra club and the league of environmental voters	1 0 1 1 1 1 0 1 1 0 1 1 1 0 0 1 0 0 0 1 0 0 1
the three other associate justices were put on the bench by governor edward king	0 1 1 0 0 0 1 0 0 1 0 0 0 1
but there no comparison between today prep schools says northfield mount herman advisor for native american students tom sorcee and the old missionary and government run boarding schools	0 0 1 1 0 1 1 0 0 1 0 1 1 0 1 0 1 0 1 0 0 1 1 0 1 0 1 0
director of the <UNK> public affairs institute at <UNK> boston doctor ed beard says the push for do it	1 0 0 1 0 1 0 0 1 1 0 1 1 1 0 1 0 1 0
the commission will now begin <UNK> a plan and will then hold another round of public hearings	0 1 0 1 0 1 0 1 0 0 1 0 1 0 0 1 1
after three losing years plants have been closed and three thousand workers let go	0 1 1 0 1 0 0 1 0 0 1 0 0 1
the legislation came complete with a message from the governor to those seeking a little too much comfort and joy this holiday season and beyond	0 1 0 1 0 0 1 0 0 1 0 1 0 0 0 1 0 1 0 1 0 1 1 0 1
the springfield jail built for two hundred seventy people now houses more than five hundred	0 1 1 0 0 0 0 1 1 0 1 0 0 1 1
is to overcome access barriers	0 0 1 1 1
are not well founded	0 1 0 1
next week some inmates released early from the hampton county jail in springfield will be wearing a wristband that hooks up with a special jack on their home phones >brth whenever a computer randomly calls them from jail the former prisoner plugs in to let corrections officials know theyre in the right place at the right time	1 1 0 1 1 1 0 0 1 0 1 0 1 0 0 1 0 1 0 1 1 0 0 1 1 0 0 1 1 0 1 0 1 1 1 0 0 1 0 1 1 1 0 0 0 1 1 1 0 0 0 1 1 0 0 1 1
state officials also argue that a casino is not an appropriateaj tourist attraction	0 0 1 0 0 0 1 0 0 0 1 0 1
dukakis says the plan is already working in two communities	1 1 0 1 0 1 1 0 1 0
auto insurance was overhauled last year now motorists are paid directly for repair costs based on an insurer appraisal	1 1 0 1 0 1 1 1 0 1 1 0 1 0 1 0 0 1 1
that year thomas maffy now president of the massachusetts bar association was hennessy law clerk	1 1 1 1 0 1 0 0 0 1 0 0 1 1 0
that means paul leocos or ruth abrams the only woman on the court	0 1 0 1 0 1 1 0 0 1 0 0 0
and grilled by the governor executive council	0 1 1 0 1 1 0
springfield jail deputy superintendent ash	1 1 0 0 1
a few <UNK> bring on a high that <UNK> for hours	0 0 1 0 0 0 1 0 1 0 1
attorney general james shannon	1 1 1 1
for wbur this is bruce gellerman	0 1 1 0 1 1
assuming the teen health center program gets off the ground case says shell refer her former customers to the clinic	1 0 1 1 0 1 0 1 0 1 1 1 1 1 0 1 1 0 0 1
because others object to their availability in schools on religious grounds	0 1 1 0 0 1 0 1 0 1 1
but if someone afraid to talk to adults case says she wo let that student walk away empty handed	0 0 1 1 0 1 0 1 1 1 0 1 1 0 1 0 1 1 1
